No. ,Orgin date,Longitude(E),Latitude(N),Magnitude,Depth,Location,Place,Place_2
Small area,2022-02-05 11:54:49,121,24.7,3.2,8.1,24.70N 121.00E,i.e. 14.6 km S of Hsinchu County(24.70N 121.00E,i.e. 14.6 km S of Hsinchu County)
Small area,2022-02-05 11:52:47,121.02,24.7,3.7,6,24.70N 121.02E,i.e. 14.0 km S of Hsinchu County(24.70N 121.02E,i.e. 14.0 km S of Hsinchu County)
Small area,2022-02-04 19:22:18,121.03,24.69,3,6.2,24.69N 121.03E,i.e. 15.4 km S of Hsinchu County(24.69N 121.03E,i.e. 15.4 km S of Hsinchu County)
Small area,2022-02-04 16:55:36,121.02,24.7,3.1,6.3,24.70N 121.02E,i.e. 13.8 km S of Hsinchu County(24.70N 121.02E,i.e. 13.8 km S of Hsinchu County)
Small area,2022-02-04 15:42:57,121.02,24.7,3.4,6.4,24.70N 121.02E,i.e. 14.4 km S of Hsinchu County(24.70N 121.02E,i.e. 14.4 km S of Hsinchu County)
Small area,2022-02-04 15:28:47,121.02,24.7,3.1,6.1,24.70N 121.02E,i.e. 14.5 km S of Hsinchu County(24.70N 121.02E,i.e. 14.5 km S of Hsinchu County)
Small area,2022-02-04 15:28:10,121.02,24.7,3.3,5.7,24.70N 121.02E,i.e. 13.9 km S of Hsinchu County(24.70N 121.02E,i.e. 13.9 km S of Hsinchu County)
Small area,2022-02-04 15:06:20,121.02,24.7,3.8,6.3,24.70N 121.02E,i.e. 14.3 km S of Hsinchu County(24.70N 121.02E,i.e. 14.3 km S of Hsinchu County)
Small area,2022-02-04 15:00:42,121,24.69,2.5,7.4,24.69N 121.00E,i.e. 14.8 km S of Hsinchu County(24.69N 121.00E,i.e. 14.8 km S of Hsinchu County)
Small area,2022-02-04 14:50:52,121.02,24.7,3.9,6.1,24.70N 121.02E,i.e. 14.3 km S of Hsinchu County(24.70N 121.02E,i.e. 14.3 km S of Hsinchu County)
Small area,2022-02-04 11:01:20,121.02,24.7,2.7,6,24.70N 121.02E,i.e. 14.5 km S of Hsinchu County(24.70N 121.02E,i.e. 14.5 km S of Hsinchu County)
Small area,2022-02-04 10:44:15,121.02,24.7,3.4,6.3,24.70N 121.02E,i.e. 14.4 km S of Hsinchu County(24.70N 121.02E,i.e. 14.4 km S of Hsinchu County)
Small area,2022-01-30 15:01:07,121.9,24.4,3.5,21.7,24.40N 121.90E,i.e. 39.3 km SSE of Yilan County(24.40N 121.90E,i.e. 39.3 km SSE of Yilan County)
Small area,2022-01-30 04:45:38,121.18,24.89,3,7.6,24.89N 121.18E,i.e. 16.4 km SW of Taoyuan City(24.89N 121.18E,i.e. 16.4 km SW of Taoyuan City)
Small area,2022-01-30 00:30:55,121.18,24.89,3.7,8.8,24.89N 121.18E,i.e. 16.3 km SW of Taoyuan City(24.89N 121.18E,i.e. 16.3 km SW of Taoyuan City)
Small area,2022-01-27 03:28:23,121.75,24.45,3.8,8.4,24.45N 121.75E,i.e. 31.3 km S of Yilan County(24.45N 121.75E,i.e. 31.3 km S of Yilan County)
7,2022-01-25 22:35:53,121.95,24.63,5.1,64.7,24.63N 121.95E,i.e. 22.2 km ESE of Yilan County(24.63N 121.95E,i.e. 22.2 km ESE of Yilan County)
6,2022-01-23 16:22:38,121.9,24.45,4,14.2,24.45N 121.90E,i.e. 34.4 km SSE of Yilan County(24.45N 121.90E,i.e. 34.4 km SSE of Yilan County)
5,2022-01-18 03:06:35,121.46,23.93,4,18.3,23.93N 121.46E,i.e. 18.2 km WSW of Hualien County(23.93N 121.46E,i.e. 18.2 km WSW of Hualien County)
Small area,2022-01-16 17:23:29,121.68,24.77,4.1,77.1,24.77N 121.68E,i.e. 9.3 km WNW of Yilan County(24.77N 121.68E,i.e. 9.3 km WNW of Yilan County)
4,2022-01-16 16:15:41,122.25,24.18,5.6,55.5,24.18N 122.25E,i.e. 67.3 km ENE of Hualien County(24.18N 122.25E,i.e. 67.3 km ENE of Hualien County)
Small area,2022-01-12 08:43:23,122.23,24.5,4.9,68.9,24.50N 122.23E,i.e. 53.6 km ESE of Yilan County(24.50N 122.23E,i.e. 53.6 km ESE of Yilan County)
Small area,2022-01-09 08:14:33,121.33,24.87,3.3,11.5,24.87N 121.33E,i.e. 14.0 km S of Taoyuan City(24.87N 121.33E,i.e. 14.0 km S of Taoyuan City)
3,2022-01-08 05:12:19,120.84,24.21,4.7,33.2,24.21N 120.84E,i.e. 18.3 km ENE of Taichung City(24.21N 120.84E,i.e. 18.3 km ENE of Taichung City)
Small area,2022-01-07 11:02:08,121.78,24.56,3.9,65.7,24.56N 121.78E,i.e. 18.7 km S of Yilan County(24.56N 121.78E,i.e. 18.7 km S of Yilan County)
Small area,2022-01-06 16:45:30,121.31,23.12,3.9,15.2,23.12N 121.31E,i.e. 101.8 km SSW of Hualien County(23.12N 121.31E,i.e. 101.8 km SSW of Hualien County)
2,2022-01-05 21:54:03,120.67,23.43,4,10.9,23.43N 120.67E,i.e. 38.7 km E of Chiayi County(23.43N 120.67E,i.e. 38.7 km E of Chiayi County)
Small area,2022-01-05 21:11:36,122.46,24.03,5.1,30.7,24.03N 122.46E,i.e. 85.3 km E of Hualien County(24.03N 122.46E,i.e. 85.3 km E of Hualien County)
Small area,2022-01-04 07:17:29,122.16,24.08,5.2,24.1,24.08N 122.16E,i.e. 55.2 km E of Hualien County(24.08N 122.16E,i.e. 55.2 km E of Hualien County)
1,2022-01-03 17:46:37,122.17,24.02,6,22.4,24.02N 122.17E,i.e. 56.1 km E of Hualien County(24.02N 122.17E,i.e. 56.1 km E of Hualien County)
Small area,2021-12-31 16:01:14,121.67,24.05,3.9,8.1,24.05N 121.67E,i.e. 8.4 km NE of Hualien County(24.05N 121.67E,i.e. 8.4 km NE of Hualien County)
113,2021-12-30 14:47:09,122.51,23.98,5.5,29.7,23.98N 122.51E,i.e. 91.0 km E of Hualien County(23.98N 122.51E,i.e. 91.0 km E of Hualien County)
Small area,2021-12-29 05:54:24,121.79,24.41,3.3,10.7,24.41N 121.79E,i.e. 36.2 km S of Yilan County(24.41N 121.79E,i.e. 36.2 km S of Yilan County)
Small area,2021-12-28 15:18:42,121.43,23.85,3.3,15.7,23.85N 121.43E,i.e. 24.7 km SW of Hualien County(23.85N 121.43E,i.e. 24.7 km SW of Hualien County)
Small area,2021-12-23 11:50:07,121.48,23.33,3.7,33.7,23.33N 121.48E,i.e. 71.8 km NNE of Taitung County(23.33N 121.48E,i.e. 71.8 km NNE of Taitung County)
Small area,2021-12-23 07:40:18,121.43,23.18,3.7,22.4,23.18N 121.43E,i.e. 55.1 km NNE of Taitung County(23.18N 121.43E,i.e. 55.1 km NNE of Taitung County)
Small area,2021-12-22 23:35:15,121.43,23.89,3.3,19.1,23.89N 121.43E,i.e. 22.3 km WSW of Hualien County(23.89N 121.43E,i.e. 22.3 km WSW of Hualien County)
Small area,2021-12-22 19:08:41,121.7,23.92,3.7,24.3,23.92N 121.70E,i.e. 11.5 km SE of Hualien County(23.92N 121.70E,i.e. 11.5 km SE of Hualien County)
Small area,2021-12-22 09:07:48,121.44,23.9,3.8,19.1,23.90N 121.44E,i.e. 20.4 km WSW of Hualien County(23.90N 121.44E,i.e. 20.4 km WSW of Hualien County)
112,2021-12-21 18:59:30,120.52,23.12,4.6,10.1,23.12N 120.52E,i.e. 36.5 km ENE of Tainan City(23.12N 120.52E,i.e. 36.5 km ENE of Tainan City)
Small area,2021-12-16 09:38:09,121.51,24.05,3.5,19,24.05N 121.51E,i.e. 13.3 km WNW of Hualien County(24.05N 121.51E,i.e. 13.3 km WNW of Hualien County)
Small area,2021-12-16 02:41:10,121.44,23.87,3.6,18.6,23.87N 121.44E,i.e. 22.5 km SW of Hualien County(23.87N 121.44E,i.e. 22.5 km SW of Hualien County)
Small area,2021-12-12 14:16:13,122.14,24.19,4.2,40.1,24.19N 122.14E,i.e. 57.6 km ENE of Hualien County(24.19N 122.14E,i.e. 57.6 km ENE of Hualien County)
Small area,2021-12-08 00:45:48,121.44,23.38,4.1,32.7,23.38N 121.44E,i.e. 75.2 km NNE of Taitung County(23.38N 121.44E,i.e. 75.2 km NNE of Taitung County)
Small area,2021-12-07 18:56:21,121.74,24.4,3.2,8.1,24.40N 121.74E,i.e. 36.4 km S of Yilan County(24.40N 121.74E,i.e. 36.4 km S of Yilan County)
110,2021-12-06 21:05:51,122.05,24.86,5.5,105.4,24.86N 122.05E,i.e. 31.9 km ENE of Yilan County(24.86N 122.05E,i.e. 31.9 km ENE of Yilan County)
Small area,2021-12-06 16:29:07,121.67,24.14,4.1,30.9,24.14N 121.67E,i.e. 17.8 km NNE of Hualien County(24.14N 121.67E,i.e. 17.8 km NNE of Hualien County)
Small area,2021-12-02 16:35:20,121.47,23.74,3.7,8.4,23.74N 121.47E,i.e. 31.3 km SSW of Hualien County(23.74N 121.47E,i.e. 31.3 km SSW of Hualien County)
Small area,2021-11-30 09:44:55,121.85,24.46,3.8,22.4,24.46N 121.85E,i.e. 30.8 km SSE of Yilan County(24.46N 121.85E,i.e. 30.8 km SSE of Yilan County)
Small area,2021-11-29 07:11:27,121.67,24.19,4.6,32.2,24.19N 121.67E,i.e. 22.8 km NNE of Hualien County(24.19N 121.67E,i.e. 22.8 km NNE of Hualien County)
Small area,2021-11-24 17:55:18,122.41,24.05,5.3,26.8,24.05N 122.41E,i.e. 80.9 km E of Hualien County(24.05N 122.41E,i.e. 80.9 km E of Hualien County)
Small area,2021-11-24 08:33:47,121.15,23.03,3.7,13.7,23.03N 121.15E,i.e. 30.8 km N of Taitung County(23.03N 121.15E,i.e. 30.8 km N of Taitung County)
Small area,2021-11-18 11:38:04,121.71,23.89,3.4,21.8,23.89N 121.71E,i.e. 14.2 km SE of Hualien County(23.89N 121.71E,i.e. 14.2 km SE of Hualien County)
107,2021-11-17 10:25:35,122.18,24.78,5.3,10,24.78N 122.18E,i.e. 42.6 km E of Yilan County(24.78N 122.18E,i.e. 42.6 km E of Yilan County)
106,2021-11-14 21:05:15,121.94,24.57,5.4,66.2,24.57N 121.94E,i.e. 24.6 km SE of Yilan County(24.57N 121.94E,i.e. 24.6 km SE of Yilan County)
Small area,2021-11-14 17:38:22,121.57,23.48,4.1,43.4,23.48N 121.57E,i.e. 57.1 km S of Hualien County(23.48N 121.57E,i.e. 57.1 km S of Hualien County)
Small area,2021-11-14 13:16:48,121.47,23.94,3.5,20,23.94N 121.47E,i.e. 16.4 km WSW of Hualien County(23.94N 121.47E,i.e. 16.4 km WSW of Hualien County)
Small area,2021-11-12 23:05:26,121.8,24.23,3.8,17.7,24.23N 121.80E,i.e. 32.7 km NE of Hualien County(24.23N 121.80E,i.e. 32.7 km NE of Hualien County)
Small area,2021-11-10 02:24:15,122.25,24.04,4.9,20.6,24.04N 122.25E,i.e. 64.4 km E of Hualien County(24.04N 122.25E,i.e. 64.4 km E of Hualien County)
Small area,2021-11-09 08:40:49,121.47,23.93,3.5,20.3,23.93N 121.47E,i.e. 16.9 km WSW of Hualien County(23.93N 121.47E,i.e. 16.9 km WSW of Hualien County)
Small area,2021-11-09 07:33:04,121.33,23.16,3.9,12.6,23.16N 121.33E,i.e. 48.0 km NNE of Taitung County(23.16N 121.33E,i.e. 48.0 km NNE of Taitung County)
Small area,2021-11-08 13:03:08,121.94,23.83,4.5,26,23.83N 121.94E,i.e. 37.6 km ESE of Hualien County(23.83N 121.94E,i.e. 37.6 km ESE of Hualien County)
Small area,2021-11-07 19:23:16,121.68,24.32,4.5,46.6,24.32N 121.68E,i.e. 36.7 km N of Hualien County(24.32N 121.68E,i.e. 36.7 km N of Hualien County)
Small area,2021-11-06 20:24:13,120.69,23.52,3.7,8.5,23.52N 120.69E,i.e. 41.4 km E of Chiayi County(23.52N 120.69E,i.e. 41.4 km E of Chiayi County)
Small area,2021-11-06 05:35:48,121.45,23.92,3.5,19.7,23.92N 121.45E,i.e. 18.6 km WSW of Hualien County(23.92N 121.45E,i.e. 18.6 km WSW of Hualien County)
Small area,2021-11-01 00:23:15,121.79,24.58,4.3,67.3,24.58N 121.79E,i.e. 17.2 km S of Yilan County(24.58N 121.79E,i.e. 17.2 km S of Yilan County)
Small area,2021-10-28 16:29:16,121.65,24.08,3.6,25.8,24.08N 121.65E,i.e. 10.2 km NNE of Hualien County(24.08N 121.65E,i.e. 10.2 km NNE of Hualien County)
Small area,2021-10-28 14:49:05,121.78,24.56,4.6,64,24.56N 121.78E,i.e. 18.7 km S of Yilan County(24.56N 121.78E,i.e. 18.7 km S of Yilan County)
Small area,2021-10-27 20:38:08,121.51,23.75,3.4,8.7,23.75N 121.51E,i.e. 28.5 km SSW of Hualien County(23.75N 121.51E,i.e. 28.5 km SSW of Hualien County)
Small area,2021-10-27 10:20:07,121.77,24.57,4,63.3,24.57N 121.77E,i.e. 18.2 km S of Yilan County(24.57N 121.77E,i.e. 18.2 km S of Yilan County)
Small area,2021-10-27 10:06:47,121.05,23.02,3.7,6.8,23.02N 121.05E,i.e. 31.2 km NNW of Taitung County(23.02N 121.05E,i.e. 31.2 km NNW of Taitung County)
Small area,2021-10-26 17:21:16,121.57,23.21,4,42.1,23.21N 121.57E,i.e. 66.2 km NE of Taitung County(23.21N 121.57E,i.e. 66.2 km NE of Taitung County)
Small area,2021-10-24 14:05:11,121.79,24.57,4.2,63.4,24.57N 121.79E,i.e. 17.5 km S of Yilan County(24.57N 121.79E,i.e. 17.5 km S of Yilan County)
104,2021-10-24 13:12:42,121.78,24.57,5.5,64.1,24.57N 121.78E,i.e. 18.1 km S of Yilan County(24.57N 121.78E,i.e. 18.1 km S of Yilan County)
103,2021-10-24 13:11:34,121.78,24.53,6.5,65.6,24.53N 121.78E,i.e. 21.9 km S of Yilan County(24.53N 121.78E,i.e. 21.9 km S of Yilan County)
102,2021-10-24 12:38:51,121.65,24.05,4.6,25.8,24.05N 121.65E,i.e. 7.4 km NNE of Hualien County(24.05N 121.65E,i.e. 7.4 km NNE of Hualien County)
101,2021-10-23 18:32:38,121.65,24.08,4.5,26.5,24.08N 121.65E,i.e. 10.2 km NNE of Hualien County(24.08N 121.65E,i.e. 10.2 km NNE of Hualien County)
Small area,2021-10-23 18:03:05,121.98,23.75,4.4,37.3,23.75N 121.98E,i.e. 45.1 km SE of Hualien County(23.75N 121.98E,i.e. 45.1 km SE of Hualien County)
Small area,2021-10-23 12:16:31,121.64,24.09,3.5,27.1,24.09N 121.64E,i.e. 10.7 km NNE of Hualien County(24.09N 121.64E,i.e. 10.7 km NNE of Hualien County)
Small area,2021-10-23 11:24:58,121.81,24.1,4.1,4.6,24.10N 121.81E,i.e. 22.6 km ENE of Hualien County(24.10N 121.81E,i.e. 22.6 km ENE of Hualien County)
100,2021-10-23 11:16:04,121.65,24.07,5.3,26.8,24.07N 121.65E,i.e. 9.1 km NNE of Hualien County(24.07N 121.65E,i.e. 9.1 km NNE of Hualien County)
Small area,2021-10-18 16:52:56,121.66,24.2,3.8,31.2,24.20N 121.66E,i.e. 23.5 km N of Hualien County(24.20N 121.66E,i.e. 23.5 km N of Hualien County)
99,2021-10-18 13:49:18,121.67,24.2,5.2,31.4,24.20N 121.67E,i.e. 23.7 km NNE of Hualien County(24.20N 121.67E,i.e. 23.7 km NNE of Hualien County)
Small area,2021-10-18 05:32:08,121.6,24.14,3.2,18.2,24.14N 121.60E,i.e. 17.0 km N of Hualien County(24.14N 121.60E,i.e. 17.0 km N of Hualien County)
Small area,2021-10-16 19:38:41,121.01,23.95,3.8,13.2,23.95N 121.01E,i.e. 33.0 km E of Nantou County(23.95N 121.01E,i.e. 33.0 km E of Nantou County)
Small area,2021-10-15 11:31:00,121.88,24.62,4,56.8,24.62N 121.88E,i.e. 17.2 km SE of Yilan County(24.62N 121.88E,i.e. 17.2 km SE of Yilan County)
Small area,2021-10-08 03:46:45,121.32,23.24,3.2,8.6,23.24N 121.32E,i.e. 88.9 km SSW of Hualien County(23.24N 121.32E,i.e. 88.9 km SSW of Hualien County)
Small area,2021-10-08 01:13:42,121.61,24.32,3.2,25.1,24.32N 121.61E,i.e. 36.7 km N of Hualien County(24.32N 121.61E,i.e. 36.7 km N of Hualien County)
Small area,2021-10-07 15:57:25,121.32,23.15,3.7,13.8,23.15N 121.32E,i.e. 47.4 km NNE of Taitung County(23.15N 121.32E,i.e. 47.4 km NNE of Taitung County)
Small area,2021-10-07 12:18:43,122.56,24.57,5,80.5,24.57N 122.56E,i.e. 82.2 km ESE of Yilan County(24.57N 122.56E,i.e. 82.2 km ESE of Yilan County)
98,2021-10-07 04:21:43,121.46,23.91,4.2,20.9,23.91N 121.46E,i.e. 19.1 km WSW of Hualien County(23.91N 121.46E,i.e. 19.1 km WSW of Hualien County)
97,2021-10-04 14:07:50,122.25,24.78,5,3.9,24.78N 122.25E,i.e. 49.7 km E of Yilan County(24.78N 122.25E,i.e. 49.7 km E of Yilan County)
Small area,2021-10-03 15:44:40,122.24,24.78,4.4,7,24.78N 122.24E,i.e. 48.4 km E of Yilan County(24.78N 122.24E,i.e. 48.4 km E of Yilan County)
Small area,2021-10-03 10:45:30,121.43,23.31,4.1,24.7,23.31N 121.43E,i.e. 68.2 km NNE of Taitung County(23.31N 121.43E,i.e. 68.2 km NNE of Taitung County)
96,2021-09-26 06:21:19,121.68,24.32,5.7,46.1,24.32N 121.68E,i.e. 36.7 km N of Hualien County(24.32N 121.68E,i.e. 36.7 km N of Hualien County)
Small area,2021-09-23 17:28:01,121.51,23.81,3.5,9,23.81N 121.51E,i.e. 22.8 km SSW of Hualien County(23.81N 121.51E,i.e. 22.8 km SSW of Hualien County)
Small area,2021-09-23 12:20:20,121.39,23.72,3.4,15,23.72N 121.39E,i.e. 38.0 km SW of Hualien County(23.72N 121.39E,i.e. 38.0 km SW of Hualien County)
Small area,2021-09-22 17:05:11,121.96,24.84,3.7,9.7,24.84N 121.96E,i.e. 23.4 km ENE of Yilan County(24.84N 121.96E,i.e. 23.4 km ENE of Yilan County)
Small area,2021-09-19 12:46:03,122.32,24.73,5,98.1,24.73N 122.32E,i.e. 56.3 km E of Yilan County(24.73N 122.32E,i.e. 56.3 km E of Yilan County)
Small area,2021-09-16 17:51:17,121.54,23.81,3.7,49.5,23.81N 121.54E,i.e. 22.1 km SSW of Hualien County(23.81N 121.54E,i.e. 22.1 km SSW of Hualien County)
Small area,2021-09-16 16:42:15,121.16,23.09,2.9,7.5,23.09N 121.16E,i.e. 36.7 km N of Taitung County(23.09N 121.16E,i.e. 36.7 km N of Taitung County)
95,2021-09-15 18:50:53,121.39,23.16,4.5,20.6,23.16N 121.39E,i.e. 51.3 km NNE of Taitung County(23.16N 121.39E,i.e. 51.3 km NNE of Taitung County)
Small area,2021-09-15 11:45:50,121.99,24.85,3.6,9.2,24.85N 121.99E,i.e. 26.3 km ENE of Yilan County(24.85N 121.99E,i.e. 26.3 km ENE of Yilan County)
94,2021-09-13 18:41:27,121.01,24.12,5.6,46.1,24.12N 121.01E,i.e. 41.0 km NE of Nantou County(24.12N 121.01E,i.e. 41.0 km NE of Nantou County)
Small area,2021-09-13 08:03:34,121.09,23.19,3.5,5.9,23.19N 121.09E,i.e. 48.8 km N of Taitung County(23.19N 121.09E,i.e. 48.8 km N of Taitung County)
Small area,2021-09-11 01:39:45,121.48,23.78,4,8.7,23.78N 121.48E,i.e. 28.0 km SW of Hualien County(23.78N 121.48E,i.e. 28.0 km SW of Hualien County)
Small area,2021-09-10 13:45:03,122.06,23.86,4.8,45.4,23.86N 122.06E,i.e. 47.3 km ESE of Hualien County(23.86N 122.06E,i.e. 47.3 km ESE of Hualien County)
Small area,2021-09-08 00:19:11,122.02,24.49,4.3,25.5,24.49N 122.02E,i.e. 37.4 km SE of Yilan County(24.49N 122.02E,i.e. 37.4 km SE of Yilan County)
93,2021-09-06 22:00:26,122.08,23.85,5.9,41.1,23.85N 122.08E,i.e. 49.0 km ESE of Hualien County(23.85N 122.08E,i.e. 49.0 km ESE of Hualien County)
Small area,2021-09-04 12:37:08,121.96,24.4,4.5,29.5,24.40N 121.96E,i.e. 41.3 km SSE of Yilan County(24.40N 121.96E,i.e. 41.3 km SSE of Yilan County)
Small area,2021-09-03 12:17:40,120.53,23.18,3.6,3.7,23.18N 120.53E,i.e. 41.0 km ENE of Tainan City(23.18N 120.53E,i.e. 41.0 km ENE of Tainan City)
Small area,2021-09-03 00:07:20,121.3,23.17,3.3,6.3,23.17N 121.30E,i.e. 96.5 km SSW of Hualien County(23.17N 121.30E,i.e. 96.5 km SSW of Hualien County)
Small area,2021-09-02 19:09:24,120.53,23.17,4.2,4.3,23.17N 120.53E,i.e. 40.4 km ENE of Tainan City(23.17N 120.53E,i.e. 40.4 km ENE of Tainan City)
92,2021-09-02 18:56:58,120.54,23.18,4.7,4.1,23.18N 120.54E,i.e. 42.3 km ENE of Tainan City(23.18N 120.54E,i.e. 42.3 km ENE of Tainan City)
Small area,2021-09-02 13:41:17,121.06,23.01,4.1,6.7,23.01N 121.06E,i.e. 30.0 km NNW of Taitung County(23.01N 121.06E,i.e. 30.0 km NNW of Taitung County)
91,2021-09-01 06:27:56,120.71,23.27,4.9,13.7,23.27N 120.71E,i.e. 82.4 km NNE of Kaohsiung City(23.27N 120.71E,i.e. 82.4 km NNE of Kaohsiung City)
Small area,2021-08-30 17:47:25,121.99,24.65,4.6,62.4,24.65N 121.99E,i.e. 24.7 km ESE of Yilan County(24.65N 121.99E,i.e. 24.7 km ESE of Yilan County)
Small area,2021-08-30 16:00:12,121.52,24.05,3.3,23.3,24.05N 121.52E,i.e. 12.1 km WNW of Hualien County(24.05N 121.52E,i.e. 12.1 km WNW of Hualien County)
Small area,2021-08-24 10:55:20,121.46,23.93,3.4,17.6,23.93N 121.46E,i.e. 17.1 km WSW of Hualien County(23.93N 121.46E,i.e. 17.1 km WSW of Hualien County)
Small area,2021-08-24 06:03:44,120.85,23.58,3.7,7.5,23.58N 120.85E,i.e. 39.2 km SSE of Nantou County(23.58N 120.85E,i.e. 39.2 km SSE of Nantou County)
Small area,2021-08-23 18:56:38,122.26,24.76,4.8,7.5,24.76N 122.26E,i.e. 50.2 km E of Yilan County(24.76N 122.26E,i.e. 50.2 km E of Yilan County)
90,2021-08-22 19:52:01,120.58,23.16,4.7,13.9,23.16N 120.58E,i.e. 44.3 km ENE of Tainan City(23.16N 120.58E,i.e. 44.3 km ENE of Tainan City)
Small area,2021-08-21 21:59:42,121.79,24.58,3,6.9,24.58N 121.79E,i.e. 16.9 km S of Yilan County(24.58N 121.79E,i.e. 16.9 km S of Yilan County)
89,2021-08-19 23:34:33,121.62,23.96,4.3,4.7,23.96N 121.62E,i.e. 3.6 km S of Hualien County(23.96N 121.62E,i.e. 3.6 km S of Hualien County)
88,2021-08-19 23:12:50,121.65,23.95,4.3,7.4,23.95N 121.65E,i.e. 6.2 km SE of Hualien County(23.95N 121.65E,i.e. 6.2 km SE of Hualien County)
Small area,2021-08-19 16:04:23,121.61,23.94,3.6,6.8,23.94N 121.61E,i.e. 5.7 km S of Hualien County(23.94N 121.61E,i.e. 5.7 km S of Hualien County)
87,2021-08-19 15:50:55,121.63,23.94,4.6,6.4,23.94N 121.63E,i.e. 6.1 km S of Hualien County(23.94N 121.63E,i.e. 6.1 km S of Hualien County)
Small area,2021-08-19 15:46:39,121.62,23.93,3.9,6.2,23.93N 121.62E,i.e. 6.2 km S of Hualien County(23.93N 121.62E,i.e. 6.2 km S of Hualien County)
Small area,2021-08-19 07:44:05,120.74,23.43,3.1,4.1,23.43N 120.74E,i.e. 45.8 km E of Chiayi County(23.43N 120.74E,i.e. 45.8 km E of Chiayi County)
86,2021-08-18 03:22:31,121.09,23.72,4.4,34.4,23.72N 121.09E,i.e. 45.5 km ESE of Nantou County(23.72N 121.09E,i.e. 45.5 km ESE of Nantou County)
Small area,2021-08-13 14:36:51,121.62,23.86,3.8,4.3,23.86N 121.62E,i.e. 14.5 km S of Hualien County(23.86N 121.62E,i.e. 14.5 km S of Hualien County)
Small area,2021-08-13 14:23:55,121.61,23.86,4,5,23.86N 121.61E,i.e. 14.1 km S of Hualien County(23.86N 121.61E,i.e. 14.1 km S of Hualien County)
Small area,2021-08-13 14:23:17,121.63,23.85,4,4,23.85N 121.63E,i.e. 15.3 km S of Hualien County(23.85N 121.63E,i.e. 15.3 km S of Hualien County)
Small area,2021-08-12 10:08:55,120.71,23.22,4,13,23.22N 120.71E,i.e. 77.8 km NNE of Kaohsiung City(23.22N 120.71E,i.e. 77.8 km NNE of Kaohsiung City)
Small area,2021-08-10 18:51:09,121.48,23.97,3.1,19.2,23.97N 121.48E,i.e. 14.2 km W of Hualien County(23.97N 121.48E,i.e. 14.2 km W of Hualien County)
Small area,2021-08-10 09:19:50,121.31,23.1,3.5,16.8,23.10N 121.31E,i.e. 41.9 km NNE of Taitung County(23.10N 121.31E,i.e. 41.9 km NNE of Taitung County)
Small area,2021-08-10 06:29:41,121.3,23.11,3.8,12.4,23.11N 121.30E,i.e. 102.5 km SSW of Hualien County(23.11N 121.30E,i.e. 102.5 km SSW of Hualien County)
Small area,2021-08-10 05:50:01,121.31,23.11,4.4,13.4,23.11N 121.31E,i.e. 103.0 km SSW of Hualien County(23.11N 121.31E,i.e. 103.0 km SSW of Hualien County)
Small area,2021-08-10 01:36:51,121.92,24.44,3.3,15.3,24.44N 121.92E,i.e. 35.9 km SSE of Yilan County(24.44N 121.92E,i.e. 35.9 km SSE of Yilan County)
Small area,2021-08-09 22:58:36,120.9,23.67,3.5,11.5,23.67N 120.90E,i.e. 33.9 km SE of Nantou County(23.67N 120.90E,i.e. 33.9 km SE of Nantou County)
Small area,2021-08-09 00:25:02,121.58,23.92,3.3,8.9,23.92N 121.58E,i.e. 8.5 km SSW of Hualien County(23.92N 121.58E,i.e. 8.5 km SSW of Hualien County)
Small area,2021-08-08 18:24:06,121.4,23.74,3.6,20.2,23.74N 121.40E,i.e. 35.4 km SW of Hualien County(23.74N 121.40E,i.e. 35.4 km SW of Hualien County)
Small area,2021-08-08 17:08:43,121.72,24.26,2.9,13.4,24.26N 121.72E,i.e. 31.3 km NNE of Hualien County(24.26N 121.72E,i.e. 31.3 km NNE of Hualien County)
85,2021-08-08 04:24:31,120.74,23.22,4.2,7.1,23.22N 120.74E,i.e. 79.3 km NE of Kaohsiung City(23.22N 120.74E,i.e. 79.3 km NE of Kaohsiung City)
Small area,2021-08-07 23:28:01,121.58,23.85,3.8,5.3,23.85N 121.58E,i.e. 16.4 km SSW of Hualien County(23.85N 121.58E,i.e. 16.4 km SSW of Hualien County)
Small area,2021-08-07 13:43:58,122.27,24.76,4.1,6.6,24.76N 122.27E,i.e. 51.2 km E of Yilan County(24.76N 122.27E,i.e. 51.2 km E of Yilan County)
Small area,2021-08-07 01:09:00,121.3,23.18,3.5,6,23.18N 121.30E,i.e. 95.9 km SSW of Hualien County(23.18N 121.30E,i.e. 95.9 km SSW of Hualien County)
Small area,2021-08-07 00:01:12,121.29,23.16,3.6,6.7,23.16N 121.29E,i.e. 98.0 km SSW of Hualien County(23.16N 121.29E,i.e. 98.0 km SSW of Hualien County)
84,2021-08-06 20:28:52,121.29,23.16,4.2,6.1,23.16N 121.29E,i.e. 98.1 km SSW of Hualien County(23.16N 121.29E,i.e. 98.1 km SSW of Hualien County)
83,2021-08-06 19:40:15,121.29,23.16,4.2,6.7,23.16N 121.29E,i.e. 97.9 km SSW of Hualien County(23.16N 121.29E,i.e. 97.9 km SSW of Hualien County)
